folder,file_name,prediction,reference
UCL,UCL02a_1552.835_1.13.wav, The little kid wants to walk.,little kid wants to walk
UCL,UCL02a_1554.256_5.88.wav, And she's going off with her little rucksack and a little baby kid.,and she's going off with her little rucksack and little baby kid
UCL,UCL02a_1560.158_1.51.wav, and she's going out walking around,and she's going out and walking around
UCL,UCL02a_1561.686_2.4.wav, and then suddenly realized it started to get wet.,then suddenly realizes started to get wet
UCL,UCL02a_1564.243_0.59.wav, It's raining.,it's raining
UCL,UCL02a_1566.525_4.96.wav, little baby kid rushes back to school because it's pouring down with rain as well.,little baby kid rushes back to school because it is pouring down with rain as well
UCL,UCL02a_1573.344_1.59.wav, And she has to go back in again,and sheto go back in again
UCL,UCL02a_1575.035_1.04.wav, She's speaking to her mum.,and she's speaking to her mum
UCL,UCL02a_1576.189_5.16.wav," and then she can see the little baby daughter, she's really wet and pouring with rain,",and then she can see the little baby daughter that she's really wet and pouring with rain
UCL,UCL02a_1581.364_2.38.wav," back there as well, which has been very, very cold.",and she's back there as well because it's been very very cold
UCL,UCL02a_1585.185_1.78.wav, and now she can't remember what her,and now she can't remember what her
UCL,UCL02a_1587.492_1.17.wav," Oh yeah, it's almost the word as well.",oh yes almost the word as well
UCL,UCL02a_1591.198_3.82.wav, Ymddygiad.,umbrella umbrella umbrella
UCL,UCL02a_1595.096_0.87.wav," Yes, I remember the words.",yes i remembered the word
UCL,UCL02a_1595.987_1.45.wav, Thank God.,thank god yes
UCL,UCL02a_1597.647_1.62.wav, I can only think of the Spanish word as well.,i could only think of the spanish word as well
UCL,UCL02a_1601.498_1.28.wav," umbrella,",umbrella umbrella
UCL,UCL02a_1602.8_0.8.wav," Yeah, that's it.",yeah that's it
UCL,UCL02a_1604.012_7.42.wav, So little baby kid has now got a umbrella afterwards,so little baby kid has now got a umbrella afterwards
UCL,UCL02a_1611.536_5.11.wav," And she's now that little stopper getting wet because it was raining a lot for the last time as well, yeah.",that that'll stop her getting wet because it was raining a lot for her last time as as well yeah
UCL,UCL02a_1617.557_1.16.wav," Yeah, sorry, I've got",yeah sorry everybody
UCL,UCL02a_1618.733_0.41.wav, remember,couldn't remember
UCL,UCL02a_1619.809_1.47.wav," umbrella,",umbrella umbrella
UCL,UCL02a_1621.474_1.83.wav," I can only think of Spanish words as well, isn't there?",i can only think the spanish word is as well is now
UCL,UCL02a_1624.323_1.51.wav, But I was thinking about the Spanish,but i was thinking about the spanish words as well
UCL,UCL02a_1625.854_0.58.wav, la gente vea,anyway there we are
UCL,UCL02a_1626.911_1.15.wav," Sorry, just didn't mean to go.",sorry it's difficult
UCL,UCL02a_1629.167_0.95.wav," Kars, devir kulu.",god it's difficult
UCL,UCL02a_1631.164_1.42.wav," Sorry, one way I just couldn't remember.",sod itco one word i just couldn't remember
UCL,UCL02a_1660.531_1.79.wav, So just tell you what's been happening now.,so i just tell you what's been happening now yeah
UCL,UCL02a_1671.515_0.47.wav, 5 euros.,it's incredible
UCL,UCL02a_1672.334_0.67.wav, So much happening.,so much happening now
UCL,UCL02a_1673.054_4.99.wav," It's like one of those little... Kadoo. Kadoo little things, isn't it?",it's like one of those little cartoon cartoon little things isn't it
UCL,UCL02a_1678.595_1.87.wav, everything is so many hundreds all the time as well.,is everything is somebody happening is all the time as well
UCL,UCL02a_1681.017_1.0.wav," Okay, right. We'll set up.",okay right we'll start off
UCL,UCL02a_1682.541_6.58.wav," First of all, there's a little puss cat. He's out in the, up in the tree, in the top part of the tree.",first of all there's a little cat in up in the top part of the tree
UCL,UCL02a_1690.202_4.11.wav, There's a little baby cat in the top part of the tree and can't get to sleep.,there's a little baby cat in the very top part of the tree and can't get to sleep
UCL,UCL02a_1694.327_9.2.wav, And the cat cannot get into the tree because the cat is in the tree in common word.,and the cat cannot get into the tree because the cat is in the tree and can't remember where it is
UCL,UCL02a_1703.696_1.84.wav, and a little baby can see the cat there,anyway the little baby kid can see the cat there
UCL,UCL02a_1705.555_3.09.wav, And she's help her help her because the cat can't get sleep as well,and she's help her because of the cat can't get to sleep there as well
UCL,UCL02a_1710.048_8.58.wav," Mae'n ddau plentyn bach, mae'n gofio ei fod yn mynd allan gyda'i triol.",baby girl she's forgotten where she's out with her trill
UCL,UCL02a_1719.566_0.85.wav, I can't remember the word now.,i can't remember the word now
UCL,UCL02a_1723.364_0.76.wav, There's a guy out there,there's a guy up there
UCL,UCL02a_1724.26_1.49.wav, I think there's some guy who's been helping out,i think there's some guy whose been helping up
UCL,UCL02a_1726.06_7.38.wav, He was going to help. He was going to help. This man was going to help with the cat.,he's he's this man was gonna help with the cat
UCL,UCL02a_1735.207_4.01.wav, And the man is going to help the cat out of the tree.,and the man was gonna help to help the cat out of the tree
UCL,UCL02a_1739.86_3.97.wav," But then there's a big, well not a big dog, but he's making a lot of noise.",but then there's a big dog but he's making a lot of noise
UCL,UCL02a_1744.072_2.85.wav, He's a bit scared for all the guy outside.,he's he's he's a bit scared for all the guy outside
UCL,UCL02a_1748.204_1.99.wav, So the man is up there trying to help with the cat.,so the man is up there trying to help with the cat
UCL,UCL02a_1751.24_6.61.wav, But the other big dog is making a bit of a problem for us as well.,but the other big dog is making a big problem for him as well
UCL,UCL02a_1759.276_15.77.wav," On top of him as well, I imagine he's helped the...",on top of him as well i imagine he's help to the
UCL,UCL02a_1775.511_1.42.wav, word is kind of wrong.,the word is gone as well
UCL,UCL02a_1779.96_5.2.wav," Oh dear, this is gone.",dear oh dear it's just gone
UCL,UCL02a_1787.629_1.09.wav, I got all these kids.,i can't remember all these kids
UCL,UCL02a_1789.188_6.61.wav, I can't remember whether they're going to lie down.,i can't remember where they're going to lie down
UCL,UCL02a_1795.817_0.59.wav, I know you can't hear me.,no he can't do that
UCL,UCL02a_1798.365_1.05.wav, but these young people as well.,are these young people as well
UCL,UCL02a_1800.445_6.73.wav, with the yellow people as well to help them when they've got a problem with their DNA.,with the yellow people as well to help them when they got their problem you know with the
UCL,UCL02a_1808.09_0.81.wav, Money.,not the hour
UCL,UCL02a_1809.637_0.71.wav, I can't think of it now.,i can't think of it now
UCL,UCL02a_1810.4_0.33.wav, turn away,it's terrible
UCL,UCL02a_1813.715_0.45.wav," Oh, well.",oh well
UCL,UCL02a_1814.315_3.93.wav," Well, there's a lot happening today as well. Like a little baby daughter, little girl,",well there's a lot happening today as well like a little girl
UCL,UCL02a_1818.266_3.66.wav, She's lost both her cats at the very top of the tree and can't remember where,her cat's very top of the tree and can't know where it is
UCL,UCL02a_1822.322_4.06.wav, The mamma's going to help the cat getting out of the tree.,the man was gonna help the cat getting out of the tree
UCL,UCL02a_1826.967_6.29.wav, A big dog is barking and making the man in front of him a bit scared about him.,a big dog is barking and making the man in front of him a bit scared about it all
UCL,UCL02a_1834.028_2.73.wav, she's a lot,she's lost her
UCL,UCL02a_1837.122_0.94.wav, come with us now.,can't what it is now
UCL,UCL02a_1838.587_1.15.wav, And I can't remember that as well.,and i can't remember that as well
UCL,UCL02a_1841.049_1.1.wav, a'r coed,and my brain is
UCL,UCL02a_1842.585_1.87.wav, I can't think that now as well.,i can't think that now is not what they doing about
UCL,UCL02a_1853.342_0.91.wav, Strange. Strange.,strange strange
UCL,UCL02a_1855.108_0.31.wav, isn't going,listen guys
UCL,UCL02a_1855.54_0.88.wav, I can't. I can't.,i can't
UCL,UCL02a_1856.441_0.59.wav," It's difficult, isn't it?",it's difficult isn't it
UCL,UCL02a_1863.145_1.0.wav, The mage has gone woof.,may just gone woofo
UCL,UCL02a_1864.36_1.21.wav, we've just gone for that one as well.,maybe just gone for that one as well
UCL,UCL02a_1866.475_1.31.wav, And I can't the word in English.,and i can't the word in english is
UCL,UCL02a_1867.995_0.5.wav, of data Sweden,you hafta just what it is
UCL,UCL02a_1868.985_1.68.wav, I can only think about what the word is now.,i can only think about the word is now
UCL,UCL02a_1872.015_0.81.wav," Okay, Miguel, come on over there.",okay firstnamem i can't remember that
UCL,UCL02a_1873.207_1.22.wav, Okay. Yeah.,it's terrible yeah
UCL,UCL02a_1874.704_0.53.wav, Bir,can you tell me now
UCL,UCL02a_1875.352_2.46.wav, What's that called?,what what what what's what's what's what's that called
UCL,UCL02a_1884.456_1.58.wav," Yes, something about a common word is used as well.",yes something i but i can't remember what it is as well
UCL,UCL02a_1886.054_1.08.wav," Você não me conhece, esconde.",all of a sudden word's just gone
UCL,UCL02a_1887.659_0.43.wav, Doesn't matter.,doesn't matter
UCL,UCL02a_1888.719_0.43.wav, is this called?,it's just gone
UCL,UCL02a_1890.493_0.6.wav," Silly, isn't it?",silly isn't it
UCL,UCL02a_1891.213_0.45.wav, Ben de karşıya.,but i can't
UCL,UCL02a_1901.902_3.39.wav," Cinderella? Yeah, yeah, yeah, yeah, yeah.",cinderella yeah yeah yeah yeah yeah yeah
UCL,UCL02a_1907.842_7.14.wav," Ie, mae'n rhaid i mi ddweud hynny. Yn ystod y cyfarfod, mae'r daith fawr yn ddifrifol, mae'r bobl yn",yeah yeah about the the the big fat daughters the horrible people
UCL,UCL02a_1915.0_6.3.wav, and she leaves her a glass,and she leaves her her glass
UCL,UCL02a_1924.744_0.52.wav, Mm-hmm.,mhm
UCL,UCL02a_2128.22_0.79.wav, that I can remember now.,that i can remember now
UCL,UCL02a_2131.784_1.53.wav, Yeah.,yeah well i can't remember
UCL,UCL02a_2133.333_2.44.wav, there's some two little kids as well,there's there's some two little kids is there as well
UCL,UCL02a_2135.819_1.63.wav, a gwneud y gwaith.,can't remember who they are
UCL,UCL02a_2137.5_1.95.wav, I don't know if there's two women in there as well.,or i don't know if there's two women in there as well
UCL,UCL02a_2139.799_0.94.wav, I can't remember who they are.,i can't remember who they are
UCL,UCL02a_2141.248_2.33.wav," the elder, their daughters or what have you.",the elder their daughters or what have you
UCL,UCL02a_2143.602_12.55.wav," Anyway, there's two ugly daughters as well. Daughters are staying there as well.",anyway there's this two ugly as well daughters are staying there as well
UCL,UCL02a_2156.6_11.55.wav, and the two nasty ladies.,and the two nasty ladies
UCL,UCL02a_2168.498_1.21.wav, The girls as well.,the girl's there as well
UCL,UCL02a_2171.895_3.09.wav, And then there's Cinderella.,and then there's cinderella
UCL,UCL02a_2175.075_1.21.wav, They're just helping as well.,they're just helping as well
UCL,UCL02a_2176.3_2.6.wav," cleaning up and all this stuff, da-da-da-da-da.",she's cleaning up and all's the stuff dadadaF
UCL,UCL02a_2179.266_4.97.wav," Anyway, the two nesting, the two ladies, they're pretty awful.",anyway two nasty the two ladies they're pretty awful
UCL,UCL02a_2184.506_6.38.wav, They see that there's a letter has arrived from people that the prince is going to help Evoli for the ball.,they see that there's a letter has arrived from people that the prince is going to help everybody for the ball
UCL,UCL02a_2192.261_7.4.wav," And the two, the upper ladies are going over there now as well.",and the upper ladies are going on over there now as well
UCL,UCL02a_2200.823_3.21.wav, um,oh god
UCL,UCL02a_2209.14_6.81.wav," And Cinderella, I remember Desirenda was out to help some people, so helping her can help her.",and cinderella i remember cinderella was out to help some people as well can help her
UCL,UCL02a_2216.0_2.47.wav, Was it the sort of the fairy going to come around?,or was it sort of the fairy going to come around
UCL,UCL02a_2218.526_0.53.wav, car member,i can't remember
UCL,UCL02a_2220.164_2.64.wav, Someone's going to help her to go to the ball as well.,someone's gonna help her to go to the ball as well
UCL,UCL02a_2224.416_2.14.wav," Anyway, I can't remember exactly where I",anyway i can't remember exactly where it is
UCL,UCL02a_2226.919_5.81.wav, but she was going to the magic for going to the ball herself.,but she was going to the magic for going to the ball herself
UCL,UCL02a_2233.872_6.43.wav, and I just go into the pool.,and and who's going to the ball
UCL,UCL02a_2245.056_1.15.wav, The ball is just going as well.,the ball is just going as well
UCL,UCL02a_2246.267_0.75.wav,在那口中,and i can't remember
UCL,UCL02a_2253.207_0.99.wav, I just can't get it.,and she's going
UCL,UCL02a_2259.656_0.32.wav," I mean,",i'm sorry firstnamem
UCL,UCL02a_2260.0_0.34.wav, just go,it's just gone
UCL,UCL02a_2260.628_0.37.wav, Stuart.,it's terrible
UCL,UCL02a_2270.759_1.41.wav, Because why is this coming?,god why is this gone
UCL,UCL02a_2277.844_0.82.wav," Yeah, remember, yeah,",yeah i remember yeah
UCL,UCL02a_2288.142_1.14.wav," but I just remember now, yeah,",yes i remember now yeah
UCL,UCL02a_2289.299_3.99.wav, And then she has to go away because she has to get away by herself. She has to by midnight.,and then she hasta go away because she hasta get away by herself by midnight
UCL,UCL02a_2294.461_1.89.wav, And she has to get away there really quickly as well.,and she hasta get away there really quickly as well
UCL,UCL02a_2296.597_1.87.wav," Anyway, she saw the prints.",anyway she saw the prince
UCL,UCL02a_2298.956_0.75.wav, Prince saw her.,the prince saw her
UCL,UCL02a_2299.721_3.63.wav," And he looked, the look of her and also staff and that, that, that.",and he really liked the look of her and all stuff and daF
UCL,UCL02a_2303.491_1.06.wav, He likes to look at her as well.,he likes the look of her as well
UCL,UCL02a_2305.795_2.77.wav, And then you had to run over really quickly before it gets midnight.,and then she hadta run off really quickly before it gets midnight
UCL,UCL02a_2308.802_3.26.wav," and she forgot about her shoe, the glass shoe.",and she forgot about her glass shoe
UCL,UCL02a_2312.503_0.93.wav, I remember that now as well.,okay remember that now as well
UCL,UCL02a_2315.122_5.4.wav, Cinder Elter then has to dis by herself because she was,cinderella then has to by herself because she was
UCL,UCL02a_2320.537_2.92.wav, it was like a sort of magic,it was like a sort of magic
UCL,UCL02a_2323.479_3.38.wav, Chester back to her old place as well.,and she hasta back to her her her old place as well
UCL,UCL02a_2328.309_13.82.wav," Anyway, the prince can see that the Cinderella had forgotten where her shoe is. The glass thing as well.",anyway the prince can see that the cinderella had forgotten where her shoe is the glass thing as well
UCL,UCL02a_2342.76_4.03.wav, the prince says he really likes to look with her and wants to get married for all this stuff,and the prince says he likes the look of her and wants to get married stuff
UCL,UCL02a_2347.588_11.36.wav, prince has gone around to asking everybody where this where this um um cinder relative where he lives there,and the prince has has gone around to asking everybody where this cinderella where he lives there
UCL,UCL02a_2359.0_1.34.wav, Does he wait? He wants to find out where.,because he wants to find out where she is
UCL,UCL02a_2362.313_2.13.wav, Because she looks the perfect woman for his wife.,because she looks the perfect woman for his wife
UCL,UCL02a_2365.908_2.95.wav," And that's where the Prince Fai, he looks everywhere, everywhere.",and he looks everywhere everywhere
UCL,UCL02a_2368.879_2.49.wav, going to other places where she could be there.,he's going to to other places where she could be there
UCL,UCL02a_2372.247_6.9.wav, and the prints and other people can see that Cinderella is out there,and the prince and other people can see that cinderella is out there
UCL,UCL02a_2379.2_12.09.wav," And they can see that his shoe, that his foot fits her glass, her shoe.",and they can see that her foot fits her her her shoe
UCL,UCL02a_2392.008_0.94.wav," Yeah, yeah. Anyway.",yeah yeah anyway
UCL,UCL02a_2394.518_4.55.wav, and the prince can see that they can,and the prince can see that they can
UCL,UCL02a_2411.581_6.95.wav," and just remember where, what the Prince, to remember where she is and then,",i can just remember where what the prince can remember where she is and then
UCL,UCL02a_2420.923_0.74.wav, So I just went to school.,sorry this word is gone
UCL,UCL02a_2422.016_0.68.wav," Sorry, Meg. Sorry.",sorry firstnamem sorry
UCL,UCL02a_2423.335_0.34.wav, Just come.,it's gone
UCL,UCL02a_2426.449_2.3.wav, the very end but there's something else a little bit I can't remember,the very end but there's something else little bit i can't remember
UCL,UCL02a_2429.006_5.3.wav," The other thing is, where was the, um, where's the Prince?",the other thing is where's the prince
UCL,UCL02a_2441.692_0.88.wav, So they just got any one.,sod itco it's not anywhere
UCL,UCL02a_2442.701_0.4.wav, Just go on.,it's gone
UCL,UCL02a_2443.78_1.25.wav," Es más que perfecto, es decir,",it might get better but it's that's it
UCL,UCL02a_2445.13_1.09.wav, Sorry.,sorry sorry
UCL,UCL02a_2447.15_1.16.wav, I have to wear my shoes as well.,i have to wear my shoes as well
UCL,UCL02a_2449.324_0.42.wav, government,i can't remember
UCL,UCL02a_2449.799_0.33.wav, So.,it's terrible
UCL,UCL02a_2462.14_0.6.wav, which thing,a which thing
UCL,UCL02a_2470.263_0.34.wav, Mm-hmm.,mhm
UCL,UCL02a_2474.252_1.59.wav, She's one of the better players.,put a bit of cheese on a bit of bread
UCL,UCL02a_2475.864_0.98.wav, then some cheese,and then some cheese
UCL,UCL02a_2476.896_3.86.wav," and then a bit of pickles or something like that as well, even.",and then a bit of pickles or something like that as well you know
UCL,UCL02a_2480.847_4.43.wav," Branson, branson pickle, a rhai ffyrdd yno.",some branston branston pickle and some bread there
UCL,UCL02a_2485.298_3.38.wav," and a bit of bread and a toast or bread or something like that, yeah?",and and bit of bread and a toast or bread something like that yeah
UCL,UCL02a_2489.207_1.81.wav," I said a bit of cheese, yeah? Yeah.",i said a bit of cheese yeah yeah
UCL,UCL02a_2491.811_0.939.wav," Right, yeah.",yeah yeah yeah
UCL,UCL03a_8.346_4.43.wav," No, but alright. Yeah.",no but alright yeah gr
UCL,UCL03a_14.278_4.04.wav, No. But what? Yeah.,no but alright yeah
UCL,UCL03a_28.444_2.15.wav, Yeah.,yeah
UCL,UCL03a_120.578_2.92.wav, Hospital.,yeah hospital
UCL,UCL03a_125.42_19.03.wav, I don't want,yeah that one
UCL,UCL03a_146.648_1.11.wav, and cows.,anything else
UCL,UCL03a_187.228_0.57.wav, Thank you.,anything
UCL,UCL03a_192.882_2.25.wav, No.,no
UCL,UCL03a_197.929_11.34.wav, Yeah. Yeah. Yeah.,yeah yeah yeah
UCL,UCL03a_212.734_5.04.wav, No.,them and them no
UCL,UCL03a_222.21_12.42.wav, Yeah. Yeah. Yeah. Yeah.,yeah yeah yeah yeah yeah
UCL,UCL03a_251.476_3.42.wav," Ah, see. Yeah.",no that's it yeah
UCL,UCL03a_267.266_5.29.wav," Well, everything, anything, anything, yeah.",well everything anything anything yeah
UCL,UCL03a_272.96_13.72.wav, Yeah. Reading. Yeah. Anything else? Right. There.,yeah reading yeah anything else right there
UCL,UCL03a_288.03_7.89.wav, Yeah.,yeah
UCL,UCL03a_306.465_27.02.wav, Yeah. Yeah. Yeah.,alright yeah yeah yeah
UCL,UCL03a_384.98_0.84.wav, Really?,really
UCL,UCL03a_390.052_5.71.wav," All right, but good.",alright but good
UCL,UCL03a_396.004_8.37.wav," A little bit, a little bit alright, but, limply, yeah.",little bit alright butyeah
UCL,UCL03a_405.656_24.59.wav, Yeah. Yeah. Yeah. Yeah.,yeah yeah yeah yeah
UCL,UCL03a_431.76_1.68.wav, um,them and them
UCL,UCL03a_434.94_2.9.wav, Yeah.,yeah yeah
UCL,UCL03a_453.58_0.42.wav, Yeah.,yeah
UCL,UCL03a_473.19_0.31.wav, Right.,right
UCL,UCL03a_487.049_4.93.wav, Yeah. Yeah.,yeah yeah
UCL,UCL03a_497.785_16.499.wav," Um, um, honeymoon.",honeymoon
UCL,UCL03a_516.681_25.59.wav, Yeah.,yeah
UCL,UCL03a_543.811_12.09.wav, Good.,good
UCL,UCL03a_625.755_1.72.wav," No, sorry.",no sorry
UCL,UCL03a_631.319_2.27.wav," No, no, sorry.",no no sorry
UCL,UCL03a_650.073_0.58.wav, Yes.,yes
UCL,UCL03a_659.11_0.67.wav, Yeah.,yeah okay
UCL,UCL03a_665.105_7.75.wav, Yeah. Yeah.,yeah boot yeah
UCL,UCL03a_675.176_6.59.wav, Yeah.,crash yeah
UCL,UCL03a_685.164_18.92.wav, Yeah. Yeah. Yeah.,them yeah yeah yeah
UCL,UCL03a_744.214_0.31.wav, Okay.,yeah okay
UCL,UCL03a_751.737_0.48.wav, Yes.,yes
UCL,UCL03a_754.04_0.35.wav, Yeah.,yeah
UCL,UCL03a_761.52_0.34.wav, Yeah.,yeah
UCL,UCL03a_764.171_0.37.wav, Yeah.,yeah
UCL,UCL03a_767.494_0.33.wav, morning.,right
UCL,UCL03a_769.6_0.36.wav," Come on, girl.",alright
UCL,UCL03a_776.028_0.38.wav, Okay.,okay
UCL,UCL03a_781.941_1.65.wav," No, sorry.",no sorry
UCL,UCL03a_785.505_0.57.wav, No.,no
UCL,UCL03a_788.677_1.29.wav," No, that's all right.",no that's alright
UCL,UCL03a_791.681_4.14.wav," Oh, dear me.",oh dear me
UCL,UCL03a_799.964_0.75.wav, Ты одна из них.,oh dear me
UCL,UCL03a_801.872_0.35.wav, Right.,great
UCL,UCL03a_806.917_6.75.wav," Um, um, um,",them and them yeah
UCL,UCL03a_815.56_0.34.wav," um,",them
UCL,UCL03a_821.686_5.79.wav, Yeah. Yeah.,yeah yeah
UCL,UCL03a_832.346_3.44.wav," a little bit more, but all right. Yeah.",little bit more but alright yeah
UCL,UCL03a_848.786_0.7.wav, Yeah.,yeah
UCL,UCL03a_857.887_0.44.wav, Right.,right
UCL,UCL03a_863.049_6.86.wav, Yeah.,yeah them yeah yeah
UCL,UCL03a_876.496_5.15.wav, No.,no no
UCL,UCL03a_890.492_0.75.wav, Amen.,fireman
UCL,UCL03a_907.965_0.55.wav, tree.,tree
UCL,UCL03a_911.099_12.72.wav, Good.,them good
UCL,UCL03a_925.801_2.39.wav, Alright.,them alright
UCL,UCL03a_930.523_3.94.wav, No.,that no
UCL,UCL03a_936.7_10.95.wav, Yeah. Yeah. Bam. Brown.,yeah yeah them right
UCL,UCL03a_962.37_0.31.wav, Yeah.,yes
UCL,UCL03a_968.817_2.02.wav, Little bit.,little bit yeah
UCL,UCL03a_987.344_0.35.wav, ruin.,alright
UCL,UCL03a_1040.839_0.351.wav, I don't know.,lovely
UCL,UCL03a_1087.861_0.34.wav, right?,yeah alright
UCL,UCL03a_1117.495_0.43.wav, ruin.,right
UCL,UCL03a_1127.06_0.45.wav, All right.,right
UCL,UCL03a_1130.7_0.74.wav, Okay.,okay
UCL,UCL03a_1134.74_0.34.wav, Right.,right
UCL,UCL03a_1139.926_6.34.wav, Yeah.,yeah right
UCL,UCL03a_1185.043_18.22.wav, Yeah. Yeah.,alright yeah yeah
UCL,UCL03a_1215.947_20.58.wav, Two girls and another one. Got Mike.,two girls and another got make
UCL,UCL03a_1257.775_0.66.wav, Indra.,cinderella
UCL,UCL03a_1518.461_0.82.wav, Sorry.,no sorry
UCL,UCL03a_1524.737_1.47.wav, Iawn.,no alright
UCL,UCL03a_1594.91_2.47.wav, None. None.,no no sorry
UCL,UCL03a_1598.199_5.44.wav," It's all right, but... I don't know.",no it's alright but don't know
UCL,UCL03a_1605.95_0.33.wav, Yeah.,yeah
UCL,UCL03a_1607.324_0.5.wav, Okay.,okay
UCL,UCL03a_1632.755_5.58.wav, Bread. Bread.,yeah bread
UCL,UCL03a_1642.676_5.71.wav, No.,no
UCL,UCL03a_1716.17_1.72.wav, All right.,no sorry
UCL,UCL03a_1718.06_1.82.wav, Amém.,meat
UCL,UCL03a_1720.323_6.16.wav, um,them them
UCL,UCL03a_1737.242_1.86.wav, What's the name?,yeah what's the name
UCL,UCL03a_1743.973_2.88.wav, Jeez. Jeez. That was it. Yeah.,cheese cheese that's it yeah
UCL,UCL03a_1747.85_0.92.wav," Yeah, all right.",yeah alright
Whiteside,whiteside08a_6.142_0.36.wav, you go,ok
Whiteside,whiteside08a_9.856_1.02.wav, Four.,poor gr
Whiteside,whiteside08a_11.243_1.69.wav, is very poor.,it's very poor
Whiteside,whiteside08a_20.18_1.63.wav, Just pour.,just poor
Whiteside,whiteside08a_22.46_2.0.wav, haben wir auch,i don't know
Whiteside,whiteside08a_26.682_5.64.wav," trouble with speech and well, everything.",trouble with speech and well everything but
Whiteside,whiteside08a_37.639_0.31.wav, Yeah.,yes
Whiteside,whiteside08a_40.742_1.55.wav, about,about
Whiteside,whiteside08a_45.335_3.48.wav," Well, pictures",well pictures but
Whiteside,whiteside08a_53.693_11.14.wav, 2 and ADP 3.,two two and eighty eighty three
Whiteside,whiteside08a_65.354_1.719.wav, back before stroke.,back before stroke
Whiteside,whiteside08a_70.302_11.77.wav," So, yeah, so 2 and 1, 8.",so yeah so two and one eight
Whiteside,whiteside08a_83.082_0.5.wav, drop,stroke
Whiteside,whiteside08a_90.925_2.93.wav," well, is the same",well the same
Whiteside,whiteside08a_98.597_8.77.wav, uh... is sick and not feeling right and,is well sick and so not feeling right and
Whiteside,whiteside08a_108.372_0.63.wav, I don't know.,i don't know
Whiteside,whiteside08a_110.502_5.03.wav, I've got to go and sleep.,i i've got to go and sleep
Whiteside,whiteside08a_117.121_3.81.wav," So, when you want sleep",so went sleep
Whiteside,whiteside08a_121.045_5.13.wav, and wake up,and wake up
Whiteside,whiteside08a_127.236_2.6.wav, and dead.,and dead
Whiteside,whiteside08a_130.556_9.41.wav, hold right side and right hand,side whole right side and arm right hand dead and
Whiteside,whiteside08a_141.574_6.29.wav," so I got, well, funny and",so i got well funny and
Whiteside,whiteside08a_152.171_6.72.wav, This one helped and but fall down and fell.,this one help and but fall down and fell
Whiteside,whiteside08a_160.194_3.43.wav, and break the line,and break the lane light
Whiteside,whiteside08a_165.661_20.27.wav," And Mary, her neighbor, were knock, knock, knock on the door.",and and firstnamem our neighbor were knock knock knock on the door
Whiteside,whiteside08a_186.823_3.84.wav, all the way here,but all the way here
Whiteside,whiteside08a_191.012_6.19.wav, and by the time I got up and nobody there,and by the time i got up and nobody there
Whiteside,whiteside08a_198.593_3.42.wav," So, uh,",so
Whiteside,whiteside08a_205.899_14.59.wav, funny thing was I wake and sleep and sleep more,a funny thing was i wake and sleep and sleep more
Whiteside,whiteside08a_220.838_9.79.wav, but I don't like reading,but i don't like reading
Whiteside,whiteside08a_230.903_2.03.wav, or no not not,or no not not
Whiteside,whiteside08a_233.319_0.88.wav," Sorry, not.",sorry not
Whiteside,whiteside08a_241.768_2.85.wav, uh...,pictures
Whiteside,whiteside08a_244.713_1.26.wav, No. Sorry.,no sorry
Whiteside,whiteside08a_246.269_8.45.wav, Abdominal.,i don't know
Whiteside,whiteside08a_255.311_3.17.wav, us,that's about
Whiteside,whiteside08a_259.29_2.039.wav," Yeah, sorry, I don't know.",yeah sorry i don't know
Whiteside,whiteside08a_261.857_0.33.wav, Sorry.,sorry
Whiteside,whiteside08a_266.714_9.7.wav, well more and more sleeping and wake up,well more and more sleeping and wake up
Whiteside,whiteside08a_277.141_4.36.wav, sleeping and wake up and more and more less,sleeping and wake up and more and more less
Whiteside,whiteside08a_283.379_0.45.wav, Paz.,less
Whiteside,whiteside08a_285.767_7.07.wav, but somebody Heather Heather come here and,but somebody firstnameh firstnameh come here and
Whiteside,whiteside08a_293.313_1.94.wav, Wake up. Up.,hey wake up up
Whiteside,whiteside08a_295.359_2.27.wav, and oh I see it,and oh i see it
Whiteside,whiteside08a_299.326_1.19.wav, Hello? Hello?,hello hello
Whiteside,whiteside08a_301.551_0.61.wav, way of,waving
Whiteside,whiteside08a_302.921_4.09.wav, and they come help,and they come help
Whiteside,whiteside08a_307.271_4.25.wav, and he got help.,and she got help
Whiteside,whiteside08a_312.446_10.74.wav," But, three and about four hours. Hours.",but three and about four hours hours
Whiteside,whiteside08a_337.661_3.4.wav, stroke,about stroke
Whiteside,whiteside08a_346.024_0.88.wav, uh... better,better
Whiteside,whiteside08a_349.473_1.82.wav, Everything.,everything
Whiteside,whiteside08a_351.565_11.86.wav," Well, this one, right shin, right arm, not",well leg this one right shin shoulder right arm not
Whiteside,whiteside08a_365.809_3.04.wav, before still dead.,before still dead
Whiteside,whiteside08a_369.564_0.43.wav, dead.,dead
Whiteside,whiteside08a_370.664_10.97.wav," But still, help and more able is good.",but still help and more able is good
Whiteside,whiteside08a_381.992_4.15.wav, more able,more able you know so
Whiteside,whiteside08a_388.129_6.68.wav, But every day is more,but every day is more
Whiteside,whiteside08a_395.071_2.55.wav," some less, some more.",some less some more
Whiteside,whiteside08a_398.376_2.85.wav, but is more.,but leg is more
Whiteside,whiteside08a_405.688_0.51.wav," 어우, 귀엽다.",oh yes
Whiteside,whiteside08a_407.016_0.82.wav, Oh yes.,oh yes
